parcel_7,parcel_39,parcel_59
14.9203495979309,-219.008147684733,8.65734672546387
132.025955200195,296.683868408203,517.44667561849
104.395015954971,334.471212768555,103.874579747518
-62.4690665006638,217.069483439128,515.27229309082
86.5153887271881,194.480788167318,38.9280204772949
30.67318379879,78.9909489949544,18.5282317797343
41.2137401103973,6.50287551879883,4.44471728801727
94.0676672458649,129.418613688151,93.107203801473
-56.4637844562531,-119.133052444458,111.472049713135
84.4063746929169,179.916806284587,92.984130859375
3.5644681379199,123.719951121012,80.3282521565755
379.612180709839,287.078559366862,113.290613810221
57.099805355072,183.415898640951,34.4226586023966
52.1470202207565,168.890343221029,-37.8345613479614
27.153690636158,51.2246639251709,193.378817240397
63.0060777664185,935.836547851562,153.655427296956
6.10865578055382,77.9115595499674,41.1710794766744
154.376564025879,336.131608072917,14.0851205984751
118.162709236145,135.855828475952,43.7919257481893
94.5124020576477,301.451007080078,257.755963643392
30.84263920784,164.243746439616,65.325127919515
71.5867986679077,709.365262858073,226.851022084554
124.962571144104,289.118319702148,216.422798156738
160.2681620121,196.827230834961,305.721450805664
92.890252828598,164.144145202637,23.0901403427124
193.581960678101,621.302897135417,31.0517508188883
54.0889301300049,323.831718953451,481.942372639974
197.672728538513,550.821394856771,208.054069519043
207.160970687866,579.366544596354,200.475730260213
18.7736501693726,11.3334494272868,81.6132818857829
